Nr,Destination,Prefix,Zone,Mobile,Cost
3689,"Bulgaria, fixed alternative networks",3594539,2,,0.20
3690,"Bulgaria, fixed alternative networks",3594575,2,,0.20
3691,"Bulgaria, fixed alternative networks",3594579,2,,0.20
3692,"Bulgaria, fixed alternative networks",359469,2,,0.20
3693,"Bulgaria, fixed alternative networks",3594709,2,,0.20
3694,"Bulgaria, fixed alternative networks",3594761,2,,0.20
3695,"Bulgaria, fixed alternative networks",3594789,2,,0.20
3696,"Bulgaria, mobile",35948,2,1,0.40
3697,"Bulgaria, fixed alternative networks",3595112,2,,0.20
3698,"Bulgaria, fixed alternative networks",35951318,2,,0.20
3699,"Bulgaria, fixed alternative networks",3595142,2,,0.20
3700,"Bulgaria, fixed alternative networks",3595143,2,,0.20
3701,"Bulgaria, fixed alternative networks",35951535,2,,0.20
3702,"Bulgaria, fixed alternative networks",3595179,2,,0.20
3703,"Bulgaria, fixed alternative networks",3595185,2,,0.20
3704,"Bulgaria, fixed alternative networks",3595195,2,,0.20
3705,"Bulgaria, fixed alternative networks",359524,2,,0.20
3706,"Bulgaria, fixed alternative networks",359529,2,,0.20
3707,"Bulgaria, fixed alternative networks",35953279,2,,0.20
3708,"Bulgaria, fixed alternative networks",35953289,2,,0.20
3709,"Bulgaria, fixed alternative networks",35953518,2,,0.20
3710,"Bulgaria, fixed alternative networks",35953619,2,,0.20
3711,"Bulgaria, fixed alternative networks",3595379,2,,0.20
3712,"Bulgaria, fixed alternative networks",3595389,2,,0.20
3713,"Bulgaria, fixed alternative networks",3595391,2,,0.20
3714,"Bulgaria, fixed alternative networks",359549,2,,0.20
3715,"Bulgaria, fixed alternative networks",3595507,2,,0.20
3716,"Bulgaria, fixed alternative networks",3595509,2,,0.20
3717,"Bulgaria, fixed alternative networks",35955158,2,,0.20
3718,"Bulgaria, fixed alternative networks",35955189,2,,0.20
3719,"Bulgaria, fixed alternative networks",3595545,2,,0.20
3720,"Bulgaria, fixed alternative networks",3595547,2,,0.20
3721,"Bulgaria, fixed alternative networks",3595549,2,,0.20
3722,"Bulgaria, fixed alternative networks",3595551,2,,0.20
3723,"Bulgaria, fixed alternative networks",3595569,2,,0.20
3724,"Bulgaria, fixed alternative networks",3595588,2,,0.20
3725,"Bulgaria, fixed alternative networks",3595598,2,,0.20
3726,"Bulgaria, fixed alternative networks",359569,2,,0.20
3727,"Bulgaria, fixed alternative networks",3595709,2,,0.20
3728,"Bulgaria, fixed alternative networks",35957439,2,,0.20
3729,"Bulgaria, fixed alternative networks",35957518,2,,0.20
3730,"Bulgaria, fixed alternative networks",35957519,2,,0.20
3731,"Bulgaria, fixed alternative networks",3595795,2,,0.20
3732,"Bulgaria, fixed alternative networks",3595799,2,,0.20
3733,"Bulgaria, fixed alternative networks",359585,2,,0.20
3734,"Bulgaria, fixed alternative networks",3595909,2,,0.20
3735,"Bulgaria, fixed alternative networks",35959449,2,,0.20
3736,"Bulgaria, fixed alternative networks",3595965,2,,0.20
3737,"Bulgaria, fixed alternative networks",3596015,2,,0.20
3738,"Bulgaria, fixed alternative networks",3596017,2,,0.20
3739,"Bulgaria, fixed alternative networks",3596019,2,,0.20
3740,"Bulgaria, fixed alternative networks",35960398,2,,0.20
3741,"Bulgaria, fixed alternative networks",3596058,2,,0.20
3742,"Bulgaria, fixed alternative networks",35960718,2,,0.20
3743,"Bulgaria, fixed alternative networks",35960719,2,,0.20
3744,"Bulgaria, fixed alternative networks",3596085,2,,0.20
3745,"Bulgaria, fixed alternative networks",3596109,2,,0.20
3746,"Bulgaria, fixed alternative networks",35961418,2,,0.20
3747,"Bulgaria, fixed alternative networks",3596151,2,,0.20
3748,"Bulgaria, fixed alternative networks",35961619,2,,0.20
3749,"Bulgaria, fixed alternative networks",3596189,2,,0.20
3750,"Bulgaria, fixed alternative networks",3596199,2,,0.20
3751,"Bulgaria, fixed alternative networks",359625,2,,0.20
3752,"Bulgaria, fixed alternative networks",3596319,2,,0.20
3753,"Bulgaria, fixed alternative networks",359649,2,,0.20
3754,"Bulgaria, fixed alternative networks",3596509,2,,0.20
3755,"Bulgaria, fixed alternative networks",35965138,2,,0.20
3756,"Bulgaria, fixed alternative networks",35965148,2,,0.20
3757,"Bulgaria, fixed alternative networks",35965149,2,,0.20
3758,"Bulgaria, fixed alternative networks",3596515,2,,0.20
3759,"Bulgaria, fixed alternative networks",35965419,2,,0.20
3760,"Bulgaria, fixed alternative networks",3596561,2,,0.20
3761,"Bulgaria, fixed alternative networks",3596585,2,,0.20
3762,"Bulgaria, fixed alternative networks",3596592,2,,0.20
3763,"Bulgaria, fixed alternative networks",359669,2,,0.20
3764,"Bulgaria, fixed alternative networks",3596709,2,,0.20
3765,"Bulgaria, fixed alternative networks",3596759,2,,0.20
3766,"Bulgaria, fixed alternative networks",3596769,2,,0.20
3767,"Bulgaria, fixed alternative networks",3596779,2,,0.20
3768,"Bulgaria, fixed alternative networks",3596789,2,,0.20
3769,"Bulgaria, fixed alternative networks",359685,2,,0.20
3770,"Bulgaria, fixed alternative networks",3596902,2,,0.20
3771,"Bulgaria, fixed alternative networks",3596941,2,,0.20
3772,"Bulgaria, fixed alternative networks",3596979,2,,0.20
3773,"Bulgaria, fixed alternative networks",3596991,2,,0.20
3774,"Bulgaria, fixed alternative networks",3597019,2,,0.20
3775,"Bulgaria, fixed alternative networks",3597029,2,,0.20
3776,"Bulgaria, fixed alternative networks",3597079,2,,0.20
3777,"Bulgaria, fixed alternative networks",3597133,2,,0.20
3778,"Bulgaria, fixed alternative networks",3597142,2,,0.20
3779,"Bulgaria, fixed alternative networks",3597181,2,,0.20
3780,"Bulgaria, fixed alternative networks",3597209,2,,0.20
3781,"Bulgaria, fixed alternative networks",3597219,2,,0.20
3782,"Bulgaria, fixed alternative networks",3597229,2,,0.20
3783,"Bulgaria, fixed alternative networks",3597239,2,,0.20
3784,"Bulgaria, fixed alternative networks",3597249,2,,0.20
3785,"Bulgaria, fixed alternative networks",3597259,2,,0.20
3786,"Bulgaria, fixed alternative networks",3597269,2,,0.20
3787,"Bulgaria, fixed alternative networks",3597279,2,,0.20
3788,"Bulgaria, fixed alternative networks",3597289,2,,0.20
3789,"Bulgaria, fixed alternative networks",3597299,2,,0.20
3790,"Bulgaria, fixed alternative networks",359735,2,,0.20
3791,"Bulgaria, fixed alternative networks",3597455,2,,0.20
3792,"Bulgaria, fixed alternative networks",3597459,2,,0.20
3793,"Bulgaria, fixed alternative networks",3597469,2,,0.20
3794,"Bulgaria, fixed alternative networks",3597479,2,,0.20
3795,"Bulgaria, fixed alternative networks",3597485,2,,0.20
3796,"Bulgaria, fixed alternative networks",3597495,2,,0.20
3797,"Bulgaria, fixed alternative networks",3597499,2,,0.20
3798,"Bulgaria, fixed alternative networks",3597505,2,,0.20
3799,"Bulgaria, fixed alternative networks",3597509,2,,0.20
3800,"Bulgaria, fixed alternative networks",3597519,2,,0.20
3801,"Bulgaria, fixed alternative networks",35975239,2,,0.20
3802,"Bulgaria, fixed alternative networks",359765,2,,0.20
3803,"Bulgaria, fixed alternative networks",35977129,2,,0.20
3804,"Bulgaria, fixed alternative networks",3597779,2,,0.20
3805,"Bulgaria, fixed alternative networks",359789,2,,0.20
3806,"Bulgaria, fixed alternative networks",35981619,2,,0.20
3807,"Bulgaria, fixed alternative networks",3598179,2,,0.20
3808,"Bulgaria, fixed alternative networks",359825,2,,0.20
3809,"Bulgaria, fixed alternative networks",35984249,2,,0.20
3810,"Bulgaria, fixed alternative networks",35984319,2,,0.20
3811,"Bulgaria, fixed alternative networks",35984429,2,,0.20
